,close,high,low,rsi,bb_upper,bb_lower,trend_ma,regime,standard_long_entries,standard_long_exits,standard_short_entries,standard_short_exits,trending_long_entries,trending_long_exits,trending_short_entries,trending_short_exits,ranging_long_entries,ranging_long_exits,ranging_short_entries,ranging_short_exits
2023-01-02 04:00:00,102.22783138671647,102.67959005466707,101.72841915380752,68.40647868356525,102.87508391311425,100.01319277643631,101.44413834477528,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 05:00:00,102.50094518312451,102.69076938684542,101.17099853179674,39.358949320556945,103.16975767698382,100.07488774923316,101.62232271310849,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 06:00:00,102.57642947787474,103.33385155194942,102.4193503977891,41.69349986692288,103.41396380543677,100.1236837698776,101.76882378765718,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 07:00:00,102.93264816600527,103.31559995110055,102.16817378670966,88.20058115322095,103.69198407331147,100.15803038353893,101.9250072284252,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 08:00:00,103.04519055602695,103.19531080770598,102.93213797892763,32.42776719101688,103.94775575365878,100.2106318334018,102.0791937935303,ranging,0,0,0,1,0,0,0,1,1,0,0,1
2023-01-02 09:00:00,103.01349624523274,103.40230698217535,102.54445013304598,37.74704066387269,104.17728775401072,100.32768380874042,102.25248578137557,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 10:00:00,103.11447837816216,103.46479040959065,103.07949568730555,51.36605872688744,104.40889043623665,100.47286077094299,102.44087560358982,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 11:00:00,103.18375072424746,104.46495835038583,102.91708049415473,52.03571413348952,104.529402122621,100.60402375734925,102.56671293998512,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 12:00:00,103.16085613001937,103.16418943035404,103.0920583918005,53.09842280361784,104.64446455914079,100.7583902511944,102.70142740516759,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 13:00:00,103.27400247388437,103.86204274423763,102.89160810099432,43.719561966951694,104.73668724455662,100.94281115678719,102.8397492006719,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 14:00:00,103.45485994174489,103.86298036894625,103.20424790518202,33.35990614970581,104.73883665846934,101.16743400753775,102.95313533300354,ranging,0,0,0,1,0,0,0,1,1,0,0,1
2023-01-02 15:00:00,103.36535156602156,103.66864132213952,103.30946886989274,51.35415369668531,104.74583986048697,101.3672526563029,103.05654625839493,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 16:00:00,103.27140837016039,103.2993425672703,102.74334844332516,22.97829761491515,104.74454835347412,101.5086283791404,103.12658836630726,ranging,1,0,0,1,1,0,0,1,1,0,0,1
2023-01-02 17:00:00,103.42397680615181,103.6165666272257,103.36434634667556,35.525978165432846,104.77545517782815,101.6318210690186,103.20363812342337,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 18:00:00,103.59969185678736,103.96955743835613,103.41847050338377,51.812615767554966,104.80136098294243,101.72719593495559,103.26427845894901,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 19:00:00,103.91491622053314,104.66943140865388,103.62091553675047,80.76345681801772,104.8056481948263,101.8810406620728,103.34334442844956,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 20:00:00,103.8740343276713,104.14175823139895,103.15755654599221,52.36303620444387,104.7292795472701,102.11387077916328,103.42157516321669,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 21:00:00,103.48814706977133,103.85769041724285,103.36616941475468,19.25057540503742,104.68231909660484,102.22877099193933,103.45554504427209,ranging,1,0,0,1,1,0,0,1,1,0,0,1
2023-01-02 22:00:00,103.66330355613059,104.48173856547243,103.56934881357428,47.16630583360315,104.60298651945884,102.3952949930641,103.49914075626147,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-02 23:00:00,103.93582806753423,105.13733351211418,103.58633626089923,43.4871299045249,104.55172831184628,102.58745718931574,103.56959275058101,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 00:00:00,104.11852015163029,104.39104356777734,103.8650323964348,55.01050851082782,104.59693855024322,102.69579561959982,103.64636708492152,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 01:00:00,104.2057695100963,104.38406060282477,103.68313106007218,33.195913971830194,104.6152774597886,102.81398572248203,103.71463159113532,ranging,0,0,0,1,0,0,0,1,1,0,0,1
2023-01-03 02:00:00,104.30279708369244,104.85301862991942,104.29492962389915,73.90776119081599,104.6899267521282,102.90978106971892,103.79985391092356,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 03:00:00,104.3830236105968,104.90687677918667,104.10124600419456,70.38381488965103,104.77709442880193,103.02472525494271,103.90090984187232,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 04:00:00,104.45231997967457,104.67607265002012,104.32965316845264,74.53166610645285,104.90235285012918,103.08643831971051,103.99439558491984,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 05:00:00,104.50669309312491,105.16914536515813,103.54573070650605,75.90820566544204,105.01804654663727,103.13565393890013,104.0768502427687,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 06:00:00,104.53462420821447,105.17528390960976,103.979694167513,73.79198965972796,105.08585737462609,103.18051729048976,104.13318733255792,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 07:00:00,104.6467106009606,105.2268000568137,103.99220608558052,78.24591901709307,105.17770904507287,103.2291522151865,104.20343063012969,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 08:00:00,104.72374885148825,104.9923143050778,104.25049162617363,72.53916735809108,105.3112839405915,103.32023218907096,104.31575806483123,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 09:00:00,104.81210954197356,105.08586747244489,104.6279459844179,78.19342978194406,105.42455692575612,103.41583301951414,104.42019497263513,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 10:00:00,104.95804717186303,106.20589111945264,104.67434494041487,68.30037019700917,105.54216506078632,103.48408290345282,104.51312398211957,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 11:00:00,105.05048592903178,105.68541574843728,104.77527337473347,63.18156187789898,105.66652486973722,103.52917141766581,104.59784814370151,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 12:00:00,105.14978584462939,105.20839140744648,104.74344391285264,68.00043912854983,105.77163533815029,103.5957002828042,104.68366781047725,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 13:00:00,105.24952564634415,105.39572123003522,104.85734043248857,73.51844322603273,105.84883939046675,103.69062869642447,104.76973404344561,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 14:00:00,105.40894173157267,105.66174500299672,105.15213423506167,62.110939397073295,105.95469638325298,103.77130227108836,104.86299932717067,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 15:00:00,105.52321060799535,106.28016976275183,105.4280944493663,74.017269502501,106.0812210746581,103.83948496665066,104.96035302065438,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 16:00:00,105.56813332131016,105.71062550796492,105.00866505536969,74.09672278551174,106.22799835003366,103.88569682367245,105.05684758685305,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 17:00:00,105.70518941866487,106.88535619459418,105.63896424173048,70.2551929772842,106.3777253754806,103.9487998364892,105.1632626059849,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 18:00:00,105.74789623311692,105.92332303588509,105.71884961360534,66.91523066662491,106.4342100013466,104.09253078010613,105.26337039072637,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 19:00:00,105.83729343164674,106.48653973347054,105.4443042998575,66.41313477107254,106.50165146444039,104.22755196795026,105.36460171619532,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 20:00:00,105.96420971809113,106.46649555431993,105.50624796250327,66.9241055126066,106.60825599533558,104.33042019634917,105.46933809584237,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 21:00:00,106.08373279488035,106.34212510017746,105.4928591001899,79.31821139753177,106.73063580428196,104.41271050067864,105.5716731524803,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 22:00:00,106.22203775755963,106.77057929163573,105.55807812806465,67.55033145474869,106.86319346967522,104.49316225865405,105.67817786416464,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-03 23:00:00,106.2666979594283,107.32101423263357,105.97184782420054,69.16750608129647,106.98214874847959,104.57728190981318,105.77971532914638,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 00:00:00,106.38826301574956,106.89326890680393,106.01250917664365,68.15086149485128,107.10519794750786,104.66127586885864,105.88323690818325,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 01:00:00,106.53504062341221,107.41797663568587,106.48034026477148,78.89081896567939,107.23094240089212,104.74027666853611,105.98560953471411,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 02:00:00,106.61359601480042,107.23356954128637,106.44010820760718,74.4676939260521,107.34269818613235,104.82677277544222,106.08473548078729,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 03:00:00,106.72924270656793,107.03331479643978,106.21838596320855,66.17404242011577,107.45116201911539,104.9294197397788,106.19029087944709,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 04:00:00,106.84715244094546,107.10101614134004,106.5359442949021,66.06184170534759,107.56131543781063,105.02689596149821,106.29410569965442,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 05:00:00,106.93181428809025,107.25757092221531,106.89959221233276,67.7047205337421,107.66728440067145,105.13618482681433,106.40173461374289,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 06:00:00,107.04089717094378,107.11131137457899,106.4730540125821,74.96221955097428,107.7726994496231,105.24960682137126,106.51115313549718,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 07:00:00,107.16881416302402,107.57872016742776,106.8535644005503,72.02720999425836,107.88863746817644,105.35268779280572,106.62066263049108,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 08:00:00,107.24916524295652,107.50715670538904,106.63602156612261,67.6969974819477,107.99482234931595,105.45839972040734,106.72661103486165,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 09:00:00,107.31467036627535,107.35408661814913,107.18175457631793,72.23766068619936,108.08737924070486,105.56450330333034,106.8259412720176,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 10:00:00,107.38506718951963,107.49321039742263,107.27786346995886,74.34305773355096,108.17670328262453,105.6785191214273,106.92761120202591,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 11:00:00,107.47956094238829,108.41236504605004,107.45273812836047,74.9843762340571,108.27234212392663,105.78129808496858,107.02682010444761,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 12:00:00,107.59628683129208,107.91842338742714,107.1709108964825,58.96202382479434,108.37057658443071,105.87601748044271,107.12329703243671,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 13:00:00,107.69726056554013,107.74277017093885,107.4204918408702,64.89226502639966,108.46206268170005,105.98156130148965,107.22181199159485,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 14:00:00,107.79785185496432,107.80767669764639,106.28036605977054,79.03820631369548,108.55816345248805,106.0797531031374,107.31895827781273,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 15:00:00,107.92195468669786,108.2020899802141,107.75918997582333,74.3136700853425,108.64868879659419,106.18464634916806,107.41666757288112,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 16:00:00,108.02433934167532,108.90384012617851,107.69447036291294,70.9072852146021,108.73803455493885,106.29394150965703,107.51598803229794,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 17:00:00,108.12846171761346,108.6232901373141,107.59105815213476,64.30192065983782,108.83099878033295,106.39871629274833,107.61485753654064,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 18:00:00,108.25927230947637,108.48002976445936,107.61606591498376,69.7349593471011,108.93162118475543,106.4963590058626,107.71399009530901,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 19:00:00,108.35452121871572,108.573415990752,108.05362825714576,56.14776570629054,109.03829046994281,106.59066353444965,107.81447700219623,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 20:00:00,108.50999705461841,109.19138999240442,108.49411328083136,77.6786748070592,109.15199582855153,106.69429030099421,107.92314306477287,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 21:00:00,108.63392631718418,109.26123346489598,108.42216093607881,67.79346818811881,109.27604087762882,106.79731054785597,108.0366757127424,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 22:00:00,108.76109952955017,108.84827360503945,108.59888038411758,75.60891845801714,109.4131855804676,106.89317286086478,108.15317922066619,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-04 23:00:00,108.93173530372164,109.64179469569268,108.7011898297946,71.13259377570782,109.56137158314039,106.98779567136094,108.27458362725066,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 00:00:00,109.00894530086335,109.53235835066684,107.92963012416718,70.3216281046444,109.70209803646581,107.08555735173071,108.39382769409826,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 01:00:00,109.13941120465017,109.70473340434124,109.13062618514269,66.47780762841414,109.85033421295321,107.18124105700437,108.51578763497879,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 02:00:00,109.17335940877106,109.91607073361966,108.34506238048316,74.19416904537589,109.97394168766733,107.2851617135763,108.62955170062182,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 03:00:00,109.35306983331019,109.46380909347792,108.44217067207158,65.47531659033955,110.11646132835959,107.38422943499945,108.75034538167952,trending,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 04:00:00,109.12281739830259,109.41591871181694,109.04620401092373,90.1229084979646,110.18325375287507,107.49822895242745,108.84074135265126,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 05:00:00,109.11247982387044,110.00514619809306,108.3209304888982,65.57207149911498,110.22280050778912,107.61381083649417,108.91830567214164,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 06:00:00,109.06265568967929,109.60509513980891,108.74327958981489,47.635149079753425,110.22978513371355,107.73557793256312,108.98268153313833,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 07:00:00,109.21996949197249,109.82662369399634,108.48395934038817,59.051769160370846,110.23949211695712,107.85495684702023,109.04722448198868,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 08:00:00,108.9698384193746,109.50396849502478,108.88450527817788,47.67932348660825,110.18398672814806,107.97153716350027,109.07776194582416,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 09:00:00,108.20487055410263,108.4625448353747,107.20554281431245,64.56183383747414,110.05493108386354,107.99946026679437,109.02719567532895,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 10:00:00,108.03057294953194,108.26871963695523,107.65856295772853,60.24992616338839,109.92353749915276,107.96700615074337,108.94527182494807,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 11:00:00,107.94427151457859,108.00446379709564,107.73004939898603,41.78966989227697,109.80408361011885,107.89288298772547,108.84848329892216,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 12:00:00,108.2193567900835,108.51134394235102,108.10691069964682,42.37962860020104,109.68438453730667,107.84529943970739,108.76484198850703,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 13:00:00,108.230147597871,108.6894628540109,107.04600070369654,67.44753015146108,109.57478844107291,107.78340247941387,108.67909546024339,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 14:00:00,108.67514531063705,109.10653395828682,108.24372776528925,31.512382051691418,109.4781154515892,107.75681646477521,108.61746595818221,ranging,0,0,0,1,0,0,0,1,1,0,0,1
2023-01-05 15:00:00,108.77125352112027,108.8783668288677,108.56713525034931,35.932774836009216,109.4223383709055,107.74867284051665,108.58550560571108,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 16:00:00,108.61208949123768,108.7795382050461,108.48420577856201,53.20257582367355,109.36160957943795,107.71842157150547,108.54001557547171,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 17:00:00,108.0492957391375,108.58073127235254,107.12554837303077,49.58472458919142,109.31686530212966,107.57891858507892,108.44789194360429,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 18:00:00,108.24864247941532,108.94292539362503,108.0822459562987,65.439313573868,109.25145255696584,107.46772641886871,108.35958948791728,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 19:00:00,108.47146883456367,108.88259477541983,107.38169816079693,51.50262035950338,109.21129857906212,107.41726774498864,108.31428316202538,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 20:00:00,108.23410189198327,108.95329253189034,107.56881502729424,41.12337488331763,109.22768625077231,107.40619486198403,108.31694055637817,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 21:00:00,108.1596268490803,108.24196272540654,108.02517917738187,72.48948915759888,109.24917046295432,107.40817499517443,108.32867272906438,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 22:00:00,108.00606848872512,108.29755476425893,107.88996020093008,65.52236931101311,109.25935838503977,107.40922288657018,108.33429063580498,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-05 23:00:00,107.9222577471921,108.95777633946606,107.33431952764542,82.88463673985135,109.22917376793377,107.38538949587773,108.30728163190575,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 00:00:00,107.91730150658555,108.27270502596394,107.6273628500563,47.97053708318823,109.15083405489634,107.40684810140871,108.27884107815252,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 01:00:00,107.54606315334256,107.66176280486131,106.54263008933232,44.561966602170045,109.07041916279468,107.28197532854776,108.17619724567122,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 02:00:00,107.56098482503704,107.71869357101745,106.72336224810178,64.17968277713418,108.95661536196643,107.17573027554268,108.06617281875455,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 03:00:00,107.39129269864019,107.7200607940035,106.44939326322113,78.20395230482447,108.85332726650151,107.05705531780802,107.95519129215477,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 04:00:00,107.6268145139473,107.89639788235893,107.30821826754601,53.37423087684513,108.72510436409155,107.10846345200162,107.91678390804658,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 05:00:00,107.47054008553611,107.7923356517346,107.33472150487023,51.269034331240185,108.60969122821037,107.08240342535932,107.84604732678484,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 06:00:00,107.58169949386364,108.10766482740011,107.41471957845536,47.69794946428338,108.5522876239785,106.97803078582753,107.76515920490301,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 07:00:00,107.91229395435904,109.12325302082223,106.87723360761935,39.04594279520335,108.5246794804147,106.94712839527782,107.73590393784626,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 08:00:00,107.7909425004596,107.93569605075056,107.70746859056827,42.70837322840016,108.49687986993959,106.90789448782189,107.70238717888074,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 09:00:00,108.24387287343428,108.49722179352312,108.16703867177786,58.87193036603263,108.51974416449346,106.92826735412427,107.72400575930887,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 10:00:00,108.21114130072152,108.56628840695508,107.83689858639643,59.876111528829846,108.54509129242857,106.95544450864904,107.7502679005388,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 11:00:00,108.33367342534437,108.81996792347057,107.74379154969445,41.71723314145433,108.5414899837847,107.03474980252177,107.78811989315324,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 12:00:00,108.56162676782282,108.62397190483455,108.26882016913869,44.28162278853806,108.59750804536608,107.1633796708459,107.88044385810599,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 13:00:00,108.75295425211665,109.4510268029698,108.4689811379706,80.34101965240198,108.73110235671457,107.24650707351192,107.98880471511325,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 14:00:00,108.70878670768482,109.63318845008806,108.45261247446565,43.90580993079012,108.91006109810375,107.30709269740358,108.10857689775366,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 15:00:00,108.77175471966218,109.72060267279068,108.65808732246919,56.309411534509515,109.07020480222576,107.35511993977514,108.21266237100045,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 16:00:00,108.96757585422087,109.2358859580664,108.59451768596786,58.769590085997024,109.27533863787299,107.42217442570696,108.34875653178997,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 17:00:00,108.77601182797328,109.05974262624822,108.67603453319127,60.00285008645331,109.42878552518088,107.48587523550994,108.45733038034541,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 18:00:00,108.72503770932397,108.90709767425106,108.38670788085246,55.096010375778086,109.53789388706373,107.52453846543888,108.5312161762513,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 19:00:00,108.58594344159471,108.66576040141969,108.31181129890322,43.14829871366019,109.62647938848936,107.5804985896742,108.60348898908178,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 20:00:00,108.5123513519575,108.92956619756487,108.19271775099645,60.47857740557884,109.65563549871436,107.60015674827159,108.62789612349297,ranging,0,0,0,1,0,0,0,1,0,0,0,1
2023-01-06 21:00:00,108.42821136230634,109.46042096006208,107.32989149049621,20.83475352454978,109.67276759978864,107.6224919311218,108.64762976545522,ranging,1,0,0,1,1,0,0,1,1,0,0,1
